meter_id,timestamp_utc,energy_kwh_cumulative
MTR-001,2025-03-03 20:00:00,2328.0
MTR-001,2025-03-03 21:00:00,2328.94
MTR-001,2025-03-03 22:00:00,2330.43
MTR-001,2025-03-03 23:00:00,2332.28
MTR-001,2025-03-04 00:00:00,2333.59
MTR-001,2025-03-04 01:00:00,2335.49
MTR-001,2025-03-04 02:00:00,2336.8
MTR-001,2025-03-04 03:00:00,2337.84
MTR-001,2025-03-04 04:00:00,2339.72
MTR-001,2025-03-04 05:00:00,2341.42
MTR-001,2025-03-04 06:00:00,2342.78
MTR-001,2025-03-04 07:00:00,2344.18
MTR-001,2025-03-04 08:00:00,2345.51
MTR-001,2025-03-04 09:00:00,2347.07
MTR-001,2025-03-04 10:00:00,2348.65
MTR-001,2025-03-04 11:00:00,2349.69
MTR-001,2025-03-04 12:00:00,2350.77
MTR-001,2025-03-04 13:00:00,2352.32
MTR-001,2025-03-04 14:00:00,2354.86
MTR-001,2025-03-04 15:00:00,2355.77
MTR-001,2025-03-04 16:00:00,2357.54
MTR-001,2025-03-04 17:00:00,2358.92
MTR-001,2025-03-04 18:00:00,2359.92
MTR-001,2025-03-04 19:00:00,2360.32
MTR-001,2025-03-04 20:00:00,2362.02
MTR-001,2025-03-04 21:00:00,2364.16
MTR-001,2025-03-04 22:00:00,2364.57
MTR-001,2025-03-04 23:00:00,2365.83
MTR-001,2025-03-05 00:00:00,2367.4
MTR-001,2025-03-05 01:00:00,2369.21
MTR-001,2025-03-05 02:00:00,2369.65
MTR-001,2025-03-05 03:00:00,2370.92
MTR-001,2025-03-05 04:00:00,2373.17
MTR-001,2025-03-05 05:00:00,2374.9
MTR-001,2025-03-05 06:00:00,2375.64
MTR-001,2025-03-05 07:00:00,2376.04
MTR-001,2025-03-05 08:00:00,2376.83
MTR-001,2025-03-05 09:00:00,2378.48
MTR-001,2025-03-05 10:00:00,2380.15
MTR-001,2025-03-05 11:00:00,2381.33
MTR-001,2025-03-05 12:00:00,2383.41
MTR-001,2025-03-05 13:00:00,2384.5
MTR-001,2025-03-05 14:00:00,2385.86
MTR-001,2025-03-05 15:00:00,2387.44
MTR-001,2025-03-05 16:00:00,2389.11
MTR-001,2025-03-05 17:00:00,2392.06
MTR-001,2025-03-05 18:00:00,2393.08
MTR-001,2025-03-05 19:00:00,2394.79
MTR-001,2025-03-05 20:00:00,2397.11
MTR-001,2025-03-05 21:00:00,2398.25
MTR-001,2025-03-05 22:00:00,2400.49
MTR-001,2025-03-05 23:00:00,2401.98
MTR-001,2025-03-06 00:00:00,2403.56
MTR-001,2025-03-06 01:00:00,2405.0
MTR-001,2025-03-06 02:00:00,2406.44
MTR-001,2025-03-06 03:00:00,2408.25
MTR-001,2025-03-06 04:00:00,2409.66
MTR-001,2025-03-06 05:00:00,2410.68
MTR-001,2025-03-06 06:00:00,2411.53
MTR-001,2025-03-06 07:00:00,2413.72
MTR-001,2025-03-06 08:00:00,2414.6
MTR-001,2025-03-06 09:00:00,2416.01
MTR-001,2025-03-06 10:00:00,2418.37
MTR-001,2025-03-06 11:00:00,2419.75
MTR-001,2025-03-06 12:00:00,2422.11
MTR-001,2025-03-06 13:00:00,2423.95
MTR-001,2025-03-06 14:00:00,2424.86
MTR-001,2025-03-06 15:00:00,2426.01
MTR-001,2025-03-06 16:00:00,2428.4
MTR-001,2025-03-06 17:00:00,2430.05
MTR-001,2025-03-06 18:00:00,2431.79
MTR-001,2025-03-06 19:00:00,2433.44
MTR-001,2025-03-06 20:00:00,2435.02
MTR-001,2025-03-06 21:00:00,2436.19
MTR-001,2025-03-06 22:00:00,2437.5
MTR-001,2025-03-06 23:00:00,2439.17
MTR-001,2025-03-07 00:00:00,2441.1
MTR-001,2025-03-07 01:00:00,2442.64
MTR-001,2025-03-07 02:00:00,2443.21
MTR-001,2025-03-07 03:00:00,2445.07
MTR-001,2025-03-07 04:00:00,2446.28
MTR-001,2025-03-07 05:00:00,2447.39
MTR-001,2025-03-07 06:00:00,2449.42
MTR-001,2025-03-07 07:00:00,2451.26
MTR-001,2025-03-07 08:00:00,2453.26
MTR-001,2025-03-07 09:00:00,2455.11
MTR-001,2025-03-07 10:00:00,2456.6
MTR-001,2025-03-07 11:00:00,2459.13
MTR-001,2025-03-07 12:00:00,2459.88
MTR-001,2025-03-07 13:00:00,2460.51
MTR-001,2025-03-07 14:00:00,2462.8
MTR-001,2025-03-07 15:00:00,2463.41
MTR-001,2025-03-07 16:00:00,2465.23
MTR-001,2025-03-07 17:00:00,2466.96
MTR-001,2025-03-07 18:00:00,2468.42
MTR-001,2025-03-07 19:00:00,2469.88
MTR-001,2025-03-07 20:00:00,2471.24
MTR-001,2025-03-07 21:00:00,2472.21
MTR-001,2025-03-07 22:00:00,2473.28
MTR-001,2025-03-07 23:00:00,2475.2
MTR-001,2025-03-08 00:00:00,2476.64
MTR-001,2025-03-08 01:00:00,2478.63
MTR-001,2025-03-08 02:00:00,2479.93
MTR-001,2025-03-08 03:00:00,2481.35
MTR-001,2025-03-08 04:00:00,2482.5
MTR-001,2025-03-08 05:00:00,2483.81
MTR-001,2025-03-08 06:00:00,2485.04
MTR-001,2025-03-08 07:00:00,2486.34
MTR-001,2025-03-08 08:00:00,2487.56
MTR-001,2025-03-08 09:00:00,2489.17
MTR-001,2025-03-08 10:00:00,2490.79
MTR-001,2025-03-08 11:00:00,2493.21
MTR-001,2025-03-08 12:00:00,2495.62
MTR-001,2025-03-08 13:00:00,2497.7
MTR-001,2025-03-08 14:00:00,2498.99
MTR-001,2025-03-08 15:00:00,2500.47
MTR-001,2025-03-08 16:00:00,2501.92
MTR-001,2025-03-08 17:00:00,2503.58
MTR-001,2025-03-08 18:00:00,2505.05
MTR-001,2025-03-08 19:00:00,2506.37
MTR-001,2025-03-08 20:00:00,2508.07
MTR-001,2025-03-08 21:00:00,2509.82
MTR-001,2025-03-08 22:00:00,2511.68
MTR-001,2025-03-08 23:00:00,2513.16
MTR-001,2025-03-09 00:00:00,2515.53
MTR-001,2025-03-09 01:00:00,2517.13
MTR-001,2025-03-09 02:00:00,2518.63
MTR-001,2025-03-09 03:00:00,2520.06
MTR-001,2025-03-09 04:00:00,2520.51
MTR-001,2025-03-09 05:00:00,2522.89
MTR-001,2025-03-09 06:00:00,2524.15
MTR-001,2025-03-09 07:00:00,2525.58
MTR-001,2025-03-09 08:00:00,2528.25
MTR-001,2025-03-09 09:00:00,2529.82
MTR-001,2025-03-09 10:00:00,2530.94
MTR-001,2025-03-09 11:00:00,2532.24
MTR-001,2025-03-09 12:00:00,2534.37
MTR-001,2025-03-09 13:00:00,2535.67
MTR-001,2025-03-09 14:00:00,2536.01
MTR-001,2025-03-09 15:00:00,2537.59
MTR-001,2025-03-09 16:00:00,2539.17
MTR-001,2025-03-09 17:00:00,2541.12
MTR-001,2025-03-09 18:00:00,2542.23
MTR-001,2025-03-09 19:00:00,2543.51
MTR-001,2025-03-09 20:00:00,2545.55
MTR-001,2025-03-09 21:00:00,2547.51
MTR-001,2025-03-09 22:00:00,2550.6
MTR-001,2025-03-09 23:00:00,2551.95
MTR-001,2025-03-10 00:00:00,2553.92
MTR-001,2025-03-10 01:00:00,2555.75
MTR-001,2025-03-10 02:00:00,2556.52
MTR-001,2025-03-10 03:00:00,2558.97
MTR-001,2025-03-10 04:00:00,2560.4
MTR-001,2025-03-10 05:00:00,2560.91
MTR-001,2025-03-10 06:00:00,2561.97
MTR-001,2025-03-10 07:00:00,2564.01
MTR-001,2025-03-10 08:00:00,2565.13
MTR-001,2025-03-10 09:00:00,2566.28
MTR-001,2025-03-10 10:00:00,2567.58
MTR-001,2025-03-10 11:00:00,2569.36
MTR-001,2025-03-10 12:00:00,2570.8
MTR-001,2025-03-10 13:00:00,2572.42
MTR-001,2025-03-10 14:00:00,2573.96
MTR-001,2025-03-10 15:00:00,2575.98
MTR-001,2025-03-10 16:00:00,2578.36
MTR-001,2025-03-10 17:00:00,2579.77
MTR-001,2025-03-10 18:00:00,2581.61
MTR-001,2025-03-10 19:00:00,2583.36
MTR-001,2025-03-10 20:00:00,2584.64
MTR-001,2025-03-10 21:00:00,2585.85
MTR-001,2025-03-10 22:00:00,2587.08
MTR-001,2025-03-10 23:00:00,2587.95
MTR-001,2025-03-11 00:00:00,2589.33
MTR-001,2025-03-11 01:00:00,2591.1
MTR-001,2025-03-11 02:00:00,2592.81
MTR-001,2025-03-11 03:00:00,2594.25
MTR-001,2025-03-11 04:00:00,2596.09
MTR-001,2025-03-11 05:00:00,2598.2
MTR-001,2025-03-11 06:00:00,2599.74
MTR-001,2025-03-11 07:00:00,2600.58
MTR-001,2025-03-11 08:00:00,2602.45
MTR-001,2025-03-11 09:00:00,2603.7
MTR-001,2025-03-11 10:00:00,2605.38
MTR-001,2025-03-11 11:00:00,2606.72
MTR-001,2025-03-11 12:00:00,2608.69
MTR-001,2025-03-11 13:00:00,2610.63
MTR-001,2025-03-11 14:00:00,2612.5
MTR-001,2025-03-11 15:00:00,2613.9
MTR-001,2025-03-11 16:00:00,2615.73
MTR-001,2025-03-11 17:00:00,2618.14
MTR-001,2025-03-11 18:00:00,2620.88
MTR-001,2025-03-11 19:00:00,2622.11
MTR-001,2025-03-11 20:00:00,2623.99
MTR-001,2025-03-11 21:00:00,2626.42
MTR-001,2025-03-11 22:00:00,2627.99
MTR-001,2025-03-11 23:00:00,2629.84
MTR-001,2025-03-12 00:00:00,2631.76
MTR-001,2025-03-12 01:00:00,2633.27
MTR-001,2025-03-12 02:00:00,2634.95
MTR-001,2025-03-12 03:00:00,2636.8
MTR-001,2025-03-12 04:00:00,2638.4
MTR-001,2025-03-12 05:00:00,2641.05
MTR-001,2025-03-12 06:00:00,2642.76
MTR-001,2025-03-12 07:00:00,2644.93
MTR-001,2025-03-12 08:00:00,2646.28
MTR-001,2025-03-12 09:00:00,2648.41
MTR-001,2025-03-12 10:00:00,2649.13
MTR-001,2025-03-12 11:00:00,2652.49
MTR-001,2025-03-12 12:00:00,2652.97
MTR-001,2025-03-12 13:00:00,2654.46
MTR-001,2025-03-12 14:00:00,2656.19
MTR-001,2025-03-12 15:00:00,2657.85
MTR-001,2025-03-12 16:00:00,2659.86
MTR-001,2025-03-12 17:00:00,2661.64
MTR-001,2025-03-12 18:00:00,2662.34
MTR-001,2025-03-12 19:00:00,2664.07
MTR-001,2025-03-12 20:00:00,2665.49
MTR-001,2025-03-12 21:00:00,2666.46
MTR-001,2025-03-12 22:00:00,2667.61
MTR-001,2025-03-12 23:00:00,2669.68
MTR-001,2025-03-13 00:00:00,2671.58
MTR-001,2025-03-13 01:00:00,2672.47
MTR-001,2025-03-13 02:00:00,2673.69
MTR-001,2025-03-13 03:00:00,2675.29
MTR-001,2025-03-13 04:00:00,2676.41
MTR-001,2025-03-13 05:00:00,2677.12
MTR-001,2025-03-13 06:00:00,2678.38
MTR-001,2025-03-13 07:00:00,2679.3
MTR-001,2025-03-13 08:00:00,2680.7
MTR-001,2025-03-13 09:00:00,2681.34
MTR-001,2025-03-13 10:00:00,2682.93
MTR-001,2025-03-13 11:00:00,2684.29
MTR-001,2025-03-13 12:00:00,2685.64
MTR-001,2025-03-13 13:00:00,2687.35
MTR-001,2025-03-13 14:00:00,2689.55
MTR-001,2025-03-13 15:00:00,2691.15
MTR-001,2025-03-13 16:00:00,2692.86
MTR-001,2025-03-13 17:00:00,2693.78
MTR-001,2025-03-13 18:00:00,2695.43
MTR-001,2025-03-13 19:00:00,2696.9
MTR-001,2025-03-13 20:00:00,2697.9
MTR-001,2025-03-13 21:00:00,2699.29
MTR-001,2025-03-13 22:00:00,2700.78
MTR-001,2025-03-13 23:00:00,2703.32
MTR-001,2025-03-14 00:00:00,2705.42
MTR-001,2025-03-14 01:00:00,2706.67
MTR-001,2025-03-14 02:00:00,2707.84
MTR-001,2025-03-14 03:00:00,2710.1
MTR-001,2025-03-14 04:00:00,2712.27
MTR-001,2025-03-14 05:00:00,2713.86
MTR-001,2025-03-14 06:00:00,2714.52
MTR-001,2025-03-14 07:00:00,2716.9
MTR-001,2025-03-14 08:00:00,2718.36
MTR-001,2025-03-14 09:00:00,2720.11
MTR-001,2025-03-14 10:00:00,2722.14
MTR-001,2025-03-14 11:00:00,2724.15
MTR-001,2025-03-14 12:00:00,2725.35
MTR-001,2025-03-14 13:00:00,2726.85
MTR-001,2025-03-14 14:00:00,2728.61
MTR-001,2025-03-14 15:00:00,2730.35
MTR-001,2025-03-14 16:00:00,2732.4
MTR-001,2025-03-14 17:00:00,2734.36
MTR-001,2025-03-14 18:00:00,2736.71
MTR-001,2025-03-14 19:00:00,2739.22
MTR-001,2025-03-14 20:00:00,2740.28
MTR-001,2025-03-14 21:00:00,2742.74
MTR-001,2025-03-14 22:00:00,2744.74
MTR-001,2025-03-14 23:00:00,2746.14
MTR-001,2025-03-15 00:00:00,2747.29
MTR-001,2025-03-15 01:00:00,2748.37
MTR-001,2025-03-15 02:00:00,2749.9
MTR-001,2025-03-15 03:00:00,2752.01
MTR-001,2025-03-15 04:00:00,2754.64
MTR-001,2025-03-15 05:00:00,2755.22
MTR-001,2025-03-15 06:00:00,2756.67
MTR-001,2025-03-15 07:00:00,2758.39
MTR-001,2025-03-15 08:00:00,2759.6
MTR-001,2025-03-15 09:00:00,2761.88
MTR-001,2025-03-15 10:00:00,2764.21
MTR-001,2025-03-15 11:00:00,2765.67
MTR-001,2025-03-15 12:00:00,2767.19
MTR-001,2025-03-15 13:00:00,2768.39
MTR-001,2025-03-15 14:00:00,2770.38
MTR-001,2025-03-15 15:00:00,2772.07
MTR-001,2025-03-15 16:00:00,2772.83
MTR-001,2025-03-15 17:00:00,2774.42
MTR-001,2025-03-15 18:00:00,2775.71
MTR-001,2025-03-15 19:00:00,2777.22
MTR-001,2025-03-15 20:00:00,2779.46
MTR-001,2025-03-15 21:00:00,2780.61
MTR-001,2025-03-15 22:00:00,2781.57
MTR-001,2025-03-15 23:00:00,2782.51
MTR-001,2025-03-16 00:00:00,2783.99
MTR-001,2025-03-16 01:00:00,2785.64
MTR-001,2025-03-16 02:00:00,2787.44
MTR-001,2025-03-16 03:00:00,2789.16
MTR-001,2025-03-16 04:00:00,2790.3
MTR-001,2025-03-16 05:00:00,2791.59
MTR-001,2025-03-16 06:00:00,2792.54
MTR-001,2025-03-16 07:00:00,2794.62
MTR-001,2025-03-16 08:00:00,2796.58
MTR-001,2025-03-16 09:00:00,2797.96
MTR-001,2025-03-16 10:00:00,2800.27
MTR-001,2025-03-16 11:00:00,2801.81
MTR-001,2025-03-16 12:00:00,2803.78
MTR-001,2025-03-16 13:00:00,2805.44
MTR-001,2025-03-16 14:00:00,2806.94
MTR-001,2025-03-16 15:00:00,2808.46
MTR-001,2025-03-16 16:00:00,2810.03
MTR-001,2025-03-16 17:00:00,2812.02
MTR-001,2025-03-16 18:00:00,2812.94
MTR-001,2025-03-16 19:00:00,2815.03
MTR-001,2025-03-16 20:00:00,2816.86
MTR-001,2025-03-16 21:00:00,2817.58
MTR-001,2025-03-16 22:00:00,2819.41
MTR-001,2025-03-16 23:00:00,2821.74
MTR-001,2025-03-17 00:00:00,2823.69
MTR-001,2025-03-17 01:00:00,2825.38
MTR-001,2025-03-17 02:00:00,2827.51
MTR-001,2025-03-17 03:00:00,2829.07
MTR-001,2025-03-17 04:00:00,2829.78
MTR-001,2025-03-17 05:00:00,2831.59
MTR-001,2025-03-17 06:00:00,2833.28
MTR-001,2025-03-17 07:00:00,2834.77
MTR-001,2025-03-17 08:00:00,2836.04
MTR-001,2025-03-17 09:00:00,2837.17
MTR-001,2025-03-17 10:00:00,2837.76
MTR-001,2025-03-17 11:00:00,2839.97
MTR-001,2025-03-17 12:00:00,2842.03
MTR-001,2025-03-17 13:00:00,2842.77
MTR-001,2025-03-17 14:00:00,2844.9
MTR-001,2025-03-17 15:00:00,2847.09
MTR-001,2025-03-17 16:00:00,2848.63
MTR-001,2025-03-17 17:00:00,2850.14
MTR-001,2025-03-17 18:00:00,2851.78
MTR-001,2025-03-17 19:00:00,2852.73
MTR-001,2025-03-17 20:00:00,2854.1
MTR-001,2025-03-17 21:00:00,2855.38
MTR-001,2025-03-17 22:00:00,2856.98
MTR-001,2025-03-17 23:00:00,2859.0
MTR-001,2025-03-18 00:00:00,2860.43
MTR-001,2025-03-18 01:00:00,2861.36
MTR-001,2025-03-18 02:00:00,2862.88
MTR-001,2025-03-18 03:00:00,2864.96
MTR-001,2025-03-18 04:00:00,2866.13
MTR-001,2025-03-18 05:00:00,2868.4
MTR-001,2025-03-18 06:00:00,2870.62
MTR-001,2025-03-18 07:00:00,2871.78
MTR-001,2025-03-18 08:00:00,2873.2
MTR-001,2025-03-18 09:00:00,2874.3
MTR-001,2025-03-18 10:00:00,2876.23
MTR-001,2025-03-18 11:00:00,2877.84
MTR-001,2025-03-18 12:00:00,2879.71
MTR-001,2025-03-18 13:00:00,2881.61
MTR-001,2025-03-18 14:00:00,2882.15
MTR-001,2025-03-18 15:00:00,2882.8
MTR-001,2025-03-18 16:00:00,2883.66
MTR-001,2025-03-18 17:00:00,2885.11
MTR-001,2025-03-18 18:00:00,2886.31
MTR-001,2025-03-18 19:00:00,2888.23
MTR-001,2025-03-18 20:00:00,2889.7
MTR-001,2025-03-18 21:00:00,2891.42
MTR-001,2025-03-18 22:00:00,2893.65
MTR-001,2025-03-18 23:00:00,2895.27
MTR-001,2025-03-19 00:00:00,2897.18
MTR-001,2025-03-19 01:00:00,2898.37
MTR-001,2025-03-19 02:00:00,2899.43
MTR-001,2025-03-19 03:00:00,2899.89
MTR-001,2025-03-19 04:00:00,2900.83
MTR-001,2025-03-19 05:00:00,2902.17
MTR-001,2025-03-19 06:00:00,2903.72
MTR-001,2025-03-19 07:00:00,2904.49
MTR-001,2025-03-19 08:00:00,2906.47
MTR-001,2025-03-19 09:00:00,2908.43
MTR-001,2025-03-19 10:00:00,2908.96
MTR-001,2025-03-19 11:00:00,2911.0
MTR-001,2025-03-19 12:00:00,2911.78
MTR-001,2025-03-19 13:00:00,2912.74
MTR-001,2025-03-19 14:00:00,2914.2
MTR-001,2025-03-19 15:00:00,2915.58
MTR-001,2025-03-19 16:00:00,2917.5
MTR-001,2025-03-19 17:00:00,2918.04
MTR-001,2025-03-19 18:00:00,2919.89
MTR-001,2025-03-19 19:00:00,2922.02
MTR-001,2025-03-19 20:00:00,2923.34
MTR-001,2025-03-19 21:00:00,2925.69
MTR-001,2025-03-19 22:00:00,2926.94
MTR-001,2025-03-19 23:00:00,2928.61
MTR-001,2025-03-20 00:00:00,2929.8
MTR-001,2025-03-20 01:00:00,2931.45
MTR-001,2025-03-20 02:00:00,2932.77
MTR-001,2025-03-20 03:00:00,2935.03
MTR-001,2025-03-20 04:00:00,2936.45
MTR-001,2025-03-20 05:00:00,2938.27
MTR-001,2025-03-20 06:00:00,2939.98
MTR-001,2025-03-20 07:00:00,2940.53
MTR-001,2025-03-20 08:00:00,2941.66
MTR-001,2025-03-20 09:00:00,2943.01
MTR-001,2025-03-20 10:00:00,2943.18
MTR-001,2025-03-20 11:00:00,2944.33
MTR-001,2025-03-20 12:00:00,2946.55
MTR-001,2025-03-20 13:00:00,2948.25
MTR-001,2025-03-20 14:00:00,2950.11
MTR-001,2025-03-20 15:00:00,2951.18
MTR-001,2025-03-20 16:00:00,2953.21
MTR-001,2025-03-20 17:00:00,2954.13
MTR-001,2025-03-20 18:00:00,2956.79
MTR-001,2025-03-20 19:00:00,2958.83
MTR-001,2025-03-20 20:00:00,2960.15
MTR-001,2025-03-20 21:00:00,2961.95
MTR-001,2025-03-20 22:00:00,2963.62
MTR-001,2025-03-20 23:00:00,2964.06
MTR-001,2025-03-21 00:00:00,2965.2
MTR-001,2025-03-21 01:00:00,2966.71
MTR-001,2025-03-21 02:00:00,2968.32
MTR-001,2025-03-21 03:00:00,2970.04
MTR-001,2025-03-21 04:00:00,2971.63
MTR-001,2025-03-21 05:00:00,2972.92
MTR-001,2025-03-21 06:00:00,2974.58
MTR-001,2025-03-21 07:00:00,2976.26
MTR-001,2025-03-21 08:00:00,2977.37
MTR-001,2025-03-21 09:00:00,2979.92
MTR-001,2025-03-21 10:00:00,2981.91
MTR-001,2025-03-21 11:00:00,2982.73
MTR-001,2025-03-21 12:00:00,2984.44
MTR-001,2025-03-21 13:00:00,2986.18
MTR-001,2025-03-21 14:00:00,2987.87
MTR-001,2025-03-21 15:00:00,2989.1
MTR-001,2025-03-21 16:00:00,2990.55
MTR-001,2025-03-21 17:00:00,2992.1
MTR-001,2025-03-21 18:00:00,2993.52
MTR-001,2025-03-21 19:00:00,2994.57
MTR-001,2025-03-21 20:00:00,2995.58
MTR-001,2025-03-21 21:00:00,2997.35
MTR-001,2025-03-21 22:00:00,2998.74
MTR-001,2025-03-21 23:00:00,3000.82
MTR-001,2025-03-22 00:00:00,3002.53
MTR-001,2025-03-22 01:00:00,3004.34
MTR-001,2025-03-22 02:00:00,3006.45
MTR-001,2025-03-22 03:00:00,3008.06
MTR-001,2025-03-22 04:00:00,3008.11
MTR-001,2025-03-22 05:00:00,3009.36
MTR-001,2025-03-22 06:00:00,3010.28
MTR-001,2025-03-22 07:00:00,3011.58
MTR-001,2025-03-22 08:00:00,3013.05
MTR-001,2025-03-22 09:00:00,3014.73
MTR-001,2025-03-22 10:00:00,3016.02
MTR-001,2025-03-22 11:00:00,3017.46
MTR-001,2025-03-22 12:00:00,3018.17
MTR-001,2025-03-22 13:00:00,3018.7
MTR-001,2025-03-22 14:00:00,3020.1
MTR-001,2025-03-22 15:00:00,3022.09
MTR-001,2025-03-22 16:00:00,3024.04
MTR-001,2025-03-22 17:00:00,3024.86
MTR-001,2025-03-22 18:00:00,3026.38
MTR-001,2025-03-22 19:00:00,3027.31
MTR-001,2025-03-22 20:00:00,3028.98
MTR-001,2025-03-22 21:00:00,3030.76
MTR-001,2025-03-22 22:00:00,3032.59
MTR-001,2025-03-22 23:00:00,3034.79
MTR-001,2025-03-23 00:00:00,3036.32
MTR-001,2025-03-23 01:00:00,3038.21
MTR-001,2025-03-23 02:00:00,3038.79
MTR-001,2025-03-23 03:00:00,3040.09
MTR-001,2025-03-23 04:00:00,3041.85
MTR-001,2025-03-23 05:00:00,3042.75
MTR-001,2025-03-23 06:00:00,3043.46
MTR-001,2025-03-23 07:00:00,3044.57
MTR-001,2025-03-23 08:00:00,3046.51
MTR-001,2025-03-23 09:00:00,3048.26
MTR-001,2025-03-23 10:00:00,3049.62
MTR-001,2025-03-23 11:00:00,3050.61
MTR-001,2025-03-23 12:00:00,3050.7
MTR-001,2025-03-23 13:00:00,3051.56
MTR-001,2025-03-23 14:00:00,3054.17
MTR-001,2025-03-23 15:00:00,3056.12
MTR-001,2025-03-23 16:00:00,3057.58
MTR-001,2025-03-23 17:00:00,3059.1
MTR-001,2025-03-23 18:00:00,3061.74
MTR-001,2025-03-23 19:00:00,3062.68
MTR-001,2025-03-23 20:00:00,3064.42
MTR-001,2025-03-23 21:00:00,3066.15
MTR-001,2025-03-23 22:00:00,3067.83
MTR-001,2025-03-23 23:00:00,3068.93
MTR-001,2025-03-24 00:00:00,3070.81
MTR-001,2025-03-24 01:00:00,3072.0
MTR-001,2025-03-24 02:00:00,3073.17
MTR-001,2025-03-24 03:00:00,3074.87
MTR-001,2025-03-24 04:00:00,3076.14
MTR-001,2025-03-24 05:00:00,3078.43
MTR-001,2025-03-24 06:00:00,3080.74
MTR-001,2025-03-24 07:00:00,3082.22
MTR-001,2025-03-24 08:00:00,3083.07
MTR-001,2025-03-24 09:00:00,3084.6
MTR-001,2025-03-24 10:00:00,3086.09
MTR-001,2025-03-24 11:00:00,3088.1
MTR-001,2025-03-24 12:00:00,3089.69
MTR-001,2025-03-24 13:00:00,3090.94
MTR-001,2025-03-24 14:00:00,3092.71
MTR-001,2025-03-24 15:00:00,3094.28
MTR-001,2025-03-24 16:00:00,3095.65
MTR-001,2025-03-24 17:00:00,3097.07
MTR-001,2025-03-24 18:00:00,3098.37
MTR-001,2025-03-24 19:00:00,3099.48
MTR-001,2025-03-24 20:00:00,3101.59
MTR-001,2025-03-24 21:00:00,3103.06
MTR-001,2025-03-24 22:00:00,3104.26
MTR-001,2025-03-24 23:00:00,3105.65
MTR-001,2025-03-25 00:00:00,3106.8
MTR-001,2025-03-25 01:00:00,3109.09
MTR-001,2025-03-25 02:00:00,3110.27
MTR-001,2025-03-25 03:00:00,3112.17
MTR-001,2025-03-25 04:00:00,3114.19
MTR-001,2025-03-25 05:00:00,3116.22
MTR-001,2025-03-25 06:00:00,3117.02
MTR-001,2025-03-25 07:00:00,3118.29
MTR-001,2025-03-25 08:00:00,3119.27
MTR-001,2025-03-25 09:00:00,3120.11
MTR-001,2025-03-25 10:00:00,3121.29
MTR-001,2025-03-25 11:00:00,3123.1
MTR-001,2025-03-25 12:00:00,3124.26
MTR-001,2025-03-25 13:00:00,3125.75
MTR-001,2025-03-25 14:00:00,3127.52
MTR-001,2025-03-25 15:00:00,3127.84
MTR-001,2025-03-25 16:00:00,3129.25
MTR-001,2025-03-25 17:00:00,3130.74
MTR-001,2025-03-25 18:00:00,3132.51
MTR-001,2025-03-25 19:00:00,3133.62
MTR-001,2025-03-25 20:00:00,3134.25
MTR-001,2025-03-25 21:00:00,3135.28
MTR-001,2025-03-25 22:00:00,3137.58
MTR-001,2025-03-25 23:00:00,3139.45
MTR-001,2025-03-26 00:00:00,3140.23
MTR-001,2025-03-26 01:00:00,3141.26
MTR-001,2025-03-26 02:00:00,3142.92
MTR-001,2025-03-26 03:00:00,3145.03
MTR-001,2025-03-26 04:00:00,3146.47
MTR-001,2025-03-26 05:00:00,3147.59
MTR-001,2025-03-26 06:00:00,3149.36
MTR-001,2025-03-26 07:00:00,3150.38
MTR-001,2025-03-26 08:00:00,3151.87
MTR-001,2025-03-26 09:00:00,3153.58
MTR-001,2025-03-26 10:00:00,3156.01
MTR-001,2025-03-26 11:00:00,3158.22
MTR-001,2025-03-26 12:00:00,3158.7
MTR-001,2025-03-26 13:00:00,3159.48
MTR-001,2025-03-26 14:00:00,3160.46
MTR-001,2025-03-26 15:00:00,3161.83
MTR-001,2025-03-26 16:00:00,3163.48
MTR-001,2025-03-26 17:00:00,3165.72
MTR-001,2025-03-26 18:00:00,3167.23
MTR-001,2025-03-26 19:00:00,3168.63
MTR-001,2025-03-26 20:00:00,3170.49
MTR-001,2025-03-26 21:00:00,3171.8
MTR-001,2025-03-26 22:00:00,3173.02
MTR-001,2025-03-26 23:00:00,3174.57
MTR-001,2025-03-27 00:00:00,3175.68
MTR-001,2025-03-27 01:00:00,3177.79
MTR-001,2025-03-27 02:00:00,3180.15
MTR-001,2025-03-27 03:00:00,3181.02
MTR-001,2025-03-27 04:00:00,3183.25
MTR-001,2025-03-27 05:00:00,3184.85
MTR-001,2025-03-27 06:00:00,3186.35
MTR-001,2025-03-27 07:00:00,3188.28
MTR-001,2025-03-27 08:00:00,3189.57
MTR-001,2025-03-27 09:00:00,3190.67
MTR-001,2025-03-27 10:00:00,3192.58
MTR-001,2025-03-27 11:00:00,3194.23
MTR-001,2025-03-27 12:00:00,3196.18
MTR-001,2025-03-27 13:00:00,3198.37
MTR-001,2025-03-27 14:00:00,3200.1
MTR-001,2025-03-27 15:00:00,3201.35
MTR-001,2025-03-27 16:00:00,3202.9
MTR-001,2025-03-27 17:00:00,3204.19
MTR-001,2025-03-27 18:00:00,3206.67
MTR-001,2025-03-27 19:00:00,3208.68
MTR-001,2025-03-27 20:00:00,3209.92
MTR-001,2025-03-27 21:00:00,3211.26
MTR-001,2025-03-27 22:00:00,3211.81
MTR-001,2025-03-27 23:00:00,3214.0
MTR-001,2025-03-28 00:00:00,3214.99
MTR-001,2025-03-28 01:00:00,3216.59
